Name,Team,Meet,Time,Flags,links_for_scores,Event,score,pts
Sarah Radle,Occidental,SCIAC Championships,51.38,D3 B,https://www.swimcloud.com/results/310385/event/34/?id=146861220#time146861220,100 Free,15,NA
Madeleine Kan,C-M-S,SCIAC Championships,51.47,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861211#time146861211,100 Free,4,NA
Joy Lee,Pomona-Pitzer,SCIAC Championships,51.71,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861227#time146861227,100 Free,NA,707
Annika Sharma,C-M-S,CMS vs. Pomona-Pitzer,51.84,NA,https://www.swimcloud.com/results/324574/event/29/?id=138342083#time138342083,100 Free,13,NA
Chesna Pelka,Pomona-Pitzer,SCIAC Championships,52.0,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861235#time146861235,100 Free,12,NA
Charlotte Dixon,Pomona-Pitzer,CMS vs. Pomona-Pitzer,52.05,R,https://www.swimcloud.com/results/324574/event/37/?id=138342075#time138342075,100 Free,9,NA
Madi Bodhidatta,California Lutheran,SCIAC Championships,52.14,R,https://www.swimcloud.com/results/310385/event/40/?id=146862160#time146862160,100 Free,34,NA
Karolina Dzieciol,Pomona-Pitzer,SCIAC Championships,52.19,R,https://www.swimcloud.com/results/310385/event/40/?id=146862171#time146862171,100 Free,NA,681
Breann Bracken,California Lutheran,SCIAC Championships,52.38,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861184#time146861184,100 Free,6.50,NA
Allison Nguyen,C-M-S,CMS vs. Pomona,52.54,NA,https://www.swimcloud.com/results/335979/event/27/?id=145468615#time145468615,100 Free,6.50,NA
Avery Hall,Chapman,SCIAC Championships,52.57,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861198#time146861198,100 Free,4,NA
Sabrina Wang,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",52.79,NA,https://www.swimcloud.com/results/332947/event/19/?id=143928843#time143928843,100 Free,NA,664
Mackenzie Mayfield,C-M-S,SCIAC Championships,52.82,R,https://www.swimcloud.com/results/310385/event/40/?id=146862166#time146862166,100 Free,5,NA
Mary Louisa Leopold,Pomona-Pitzer,SCIAC Championships,52.9,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861229#time146861229,100 Free,NA,661
Alyssa Kooy,Chapman,La Verne Invitational,52.98,NA,https://www.swimcloud.com/results/321222/event/31/?id=137406435#time137406435,100 Free,14,NA
Ally Rudolph,C-M-S,SCIAC Championships,53.01,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861215#time146861215,100 Free,34,NA
Avalon Sanders,C-M-S,CMS vs. Pomona,53.15,NA,https://www.swimcloud.com/results/335979/event/27/?id=145468618#time145468618,100 Free,–,NA
Emmy Luu,Pomona-Pitzer,SCIAC Championships,53.26,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861232#time146861232,100 Free,12,NA
Annette Chang,C-M-S,SCIAC Championships,53.31,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861209#time146861209,100 Free,–,NA
Tatum Chambers,Chapman,SCIAC Championships,53.58,R,https://www.swimcloud.com/results/310385/event/40/?id=146862164#time146862164,100 Free,NA,642
Maya Van Atta,Pomona-Pitzer,SCIAC Championships,53.59,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861237#time146861237,100 Free,NA,640
Taylor Park,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",53.67,NA,https://www.swimcloud.com/results/332947/event/19/?id=143928842#time143928842,100 Free,1,NA
Emily Yu,Caltech,Occidental Invite,53.94,R,https://www.swimcloud.com/results/321956/event/37/?id=137230647#time137230647,100 Free,NA,636
Avery Wells,Redlands,SCIAC Championships,53.94,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861249#time146861249,100 Free,NA,634
Gabby Calvi,Pomona-Pitzer,Whittier vs. Pomona-Pitzer,54.01,NA,https://www.swimcloud.com/results/328847/event/17/?id=142214045#time142214045,100 Free,NA,634
Naomi Locala,Pomona-Pitzer,SCIAC Championships,54.02,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861231#time146861231,100 Free,NA,634
Cora Buelow,Chapman,La Verne Invitational,54.07,R,https://www.swimcloud.com/results/321222/event/37/?id=137407706#time137407706,100 Free,10,NA
Megan Lei,Chapman,SCIAC Championships,54.11,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861202#time146861202,100 Free,NA,623
Faith Timney,California Lutheran,SCIAC Championships,54.13,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861188#time146861188,100 Free,–,NA
Sun Young Byun,C-M-S,Redlands vs. C-M-S,54.27,NA,https://www.swimcloud.com/results/331913/event/19/?id=143935977#time143935977,100 Free,NA,NA
Maren Rusk,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,54.29,NA,https://www.swimcloud.com/results/328926/event/19/?id=142344149#time142344149,100 Free,1,NA
Sachi Tanizaki-Hudson,Chapman,"Pomoa Pitzer vs. Chapman, CIT",54.46,R,https://www.swimcloud.com/results/332947/event/31/?id=143928982#time143928982,100 Free,28,NA
Kathy Munoz,Occidental,SCIAC Championships,54.54,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861219#time146861219,100 Free,–,NA
Aanya Kongettira,C-M-S,CMS vs. Pomona-Pitzer,54.59,NA,https://www.swimcloud.com/results/324574/event/29/?id=138342110#time138342110,100 Free,NA,613
Nathalie Kerrigan,Occidental,SCIAC Championships,54.61,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861218#time146861218,100 Free,NA,611
Annika Mittelsteadt,Chapman,SCIAC Championships,54.63,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861203#time146861203,100 Free,14,NA
Praise Okodogbe,C-M-S,SCIAC Championships,54.63,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861213#time146861213,100 Free,24,NA
Izzy Yoon,Pomona-Pitzer,Concordia v Pomona-Pitzer,54.64,R,https://www.swimcloud.com/results/318660/event/31/?id=134703407#time134703407,100 Free,–,NA
Molly Beetner,C-M-S,CMS vs. Pomona-Pitzer,54.69,NA,https://www.swimcloud.com/results/324574/event/29/?id=138342116#time138342116,100 Free,NA,591
Beatrice Cai,Caltech,SCIAC Championships,54.79,R,https://www.swimcloud.com/results/310385/event/40/?id=146862162#time146862162,100 Free,1,NA
Mollie Appl,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",54.8,R,https://www.swimcloud.com/results/332947/event/31/?id=143928987#time143928987,100 Free,NA,589
Lyla Browne,C-M-S,CMS vs. Pomona-Pitzer,54.84,R,https://www.swimcloud.com/results/324574/event/37/?id=138342271#time138342271,100 Free,32,NA
Paulina Naydenkov,Caltech,SCIAC Championships,54.92,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861190#time146861190,100 Free,NA,586
Katy Shaw,C-M-S,CMS vs. Pomona-Pitzer,54.93,R,https://www.swimcloud.com/results/324574/event/37/?id=138342272#time138342272,100 Free,–,NA
Clara Van Note,Chapman,SCIAC Championships,54.94,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861206#time146861206,100 Free,–,NA
Bella Ortiz,Chapman,La Verne Invitational,54.99,NA,https://www.swimcloud.com/results/321222/event/31/?id=137406439#time137406439,100 Free,NA,583
Roxy Williams,Redlands,SCIAC Championships,55.03,R,https://www.swimcloud.com/results/310385/event/40/?id=146862174#time146862174,100 Free,26,NA
Kelly Prawira,C-M-S,CMS vs. Pomona,55.09,NA,https://www.swimcloud.com/results/335979/event/27/?id=145468616#time145468616,100 Free,20,NA
Kaile Itow,Redlands,SCIAC Championships,55.2,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861244#time146861244,100 Free,17,NA
Allison Xin,Caltech,SCIAC Championships,55.25,R,https://www.swimcloud.com/results/310385/event/40/?id=146862163#time146862163,100 Free,16,NA
Ella Roberts,California Lutheran,SCIAC Championships,55.3,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861187#time146861187,100 Free,15,NA
Kalla Pellettieri,Chapman,SCIAC Championships,55.56,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861205#time146861205,100 Free,4,NA
Isabel Xu,Caltech,SCIAC Championships,55.6,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861191#time146861191,100 Free,NA,707
Elizabeth Ma,Caltech,Occidental vs. Caltech,55.62,NA,https://www.swimcloud.com/results/319245/event/19/?id=135124081#time135124081,100 Free,13,NA
Margo Barclay,Chapman,Chapman vs. California Lutheran,55.75,NA,https://www.swimcloud.com/results/333909/event/17/?id=145364340#time145364340,100 Free,12,NA
Caroline Kundahl,Chapman,SCIAC Championships,55.81,NA,https://www.swimcloud.com/results/310385/event/334/?id=146862210#time146862210,100 Free,9,NA
Tori Portillo,California Lutheran,Occidental Invite,55.83,R,https://www.swimcloud.com/results/321956/event/37/?id=137230643#time137230643,100 Free,34,NA
Anna Schrag,C-M-S,Cal Lu & LaVerne at CMS,55.91,NA,https://www.swimcloud.com/results/330051/event/17/?id=142391390#time142391390,100 Free,NA,681
Lindsey Habegger,La Verne,SCIAC Championships,56.02,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861240#time146861240,100 Free,6.50,NA
Piper Guinn,Whittier,SCIAC Championships,56.02,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861251#time146861251,100 Free,6.50,NA
Kyra Burns,C-M-S,SCIAC Championships,56.15,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861207#time146861207,100 Free,4,NA
Candace Farling,Occidental,SCIAC Championships,56.15,R,https://www.swimcloud.com/results/310385/event/40/?id=146862169#time146862169,100 Free,NA,664
Julia Benko,California Lutheran,Occidental Invite,56.18,R,https://www.swimcloud.com/results/321956/event/37/?id=137230644#time137230644,100 Free,5,NA
Lina Matera,Redlands,La Verne Invitational,56.36,R,https://www.swimcloud.com/results/321222/event/37/?id=137407722#time137407722,100 Free,NA,661
Corley Smith,C-M-S,Cal Lu & LaVerne at CMS,56.4,NA,https://www.swimcloud.com/results/330051/event/17/?id=142391393#time142391393,100 Free,14,NA
Nika Makhervaks,C-M-S,Caltech vs. C-M-S,56.44,R,https://www.swimcloud.com/results/314105/event/31/?id=136111925#time136111925,100 Free,34,NA
Sophia Chao,Chapman,La Verne Invitational,56.51,NA,https://www.swimcloud.com/results/321222/event/31/?id=137406433#time137406433,100 Free,–,NA
Andrea Bish,Pomona-Pitzer,Pomona Pitzer vs Cal Baptist,56.53,NA,https://www.swimcloud.com/results/318262/event/17/?id=134466275#time134466275,100 Free,12,NA
Amaia Sherman,Pomona-Pitzer,Concordia v Pomona-Pitzer,56.53,NA,https://www.swimcloud.com/results/318660/event/17/?id=134703294#time134703294,100 Free,–,NA
Miranda Thompson,Chapman,Chapman vs. Mt. San Antonio College,56.54,NA,https://www.swimcloud.com/results/316589/event/15/?id=133879712#time133879712,100 Free,NA,642
Ella Suazo,Redlands,SCIAC Championships,56.56,R,https://www.swimcloud.com/results/310385/event/40/?id=146862175#time146862175,100 Free,NA,640
Abby Sellman,Chapman,Chapman vs. Mt. San Antonio College,56.61,R,https://www.swimcloud.com/results/316589/event/29/?id=133879831#time133879831,100 Free,1,NA
May Ling Roberts,Pomona-Pitzer,Concordia v Pomona-Pitzer,56.61,NA,https://www.swimcloud.com/results/318660/event/17/?id=134703292#time134703292,100 Free,NA,636
Caitlin Kuhlmann,C-M-S,Caltech vs. C-M-S,56.7,NA,https://www.swimcloud.com/results/314105/event/19/?id=136111792#time136111792,100 Free,NA,634
Ashlyn Walters,Chapman,La Verne Invitational,56.73,R,https://www.swimcloud.com/results/321222/event/37/?id=137407707#time137407707,100 Free,NA,634
Anna Dyckerhoff,Whittier,Redlands vs. Whittier vs. Occidental,56.84,NA,https://www.swimcloud.com/results/332075/event/15/?id=144956566#time144956566,100 Free,NA,634
Maia Ciccarello,California Lutheran,Rodionoff Invite,56.87,NA,https://www.swimcloud.com/results/314508/event/11/?id=133086382#time133086382,100 Free,10,NA
Lucinda Hanstedt,C-M-S,Redlands vs. C-M-S,57.02,R,https://www.swimcloud.com/results/331913/event/31/?id=143936103#time143936103,100 Free,NA,623
Grace Tuhabonye,Caltech,Caltech vs. C-M-S,57.04,R,https://www.swimcloud.com/results/314105/event/31/?id=136111920#time136111920,100 Free,–,NA
Emmie Appl,Pomona-Pitzer,Whittier vs. Pomona-Pitzer,57.13,R,https://www.swimcloud.com/results/328847/event/31/?id=142214132#time142214132,100 Free,NA,NA
Ashley Dangol,Pomona-Pitzer,Concordia v Pomona-Pitzer,57.14,R,https://www.swimcloud.com/results/318660/event/31/?id=134703408#time134703408,100 Free,1,NA
Jenna Kimborowicz,Chapman,Bulldog Pentathlon,57.23,NA,https://www.swimcloud.com/results/313580/event/7/?id=132862267#time132862267,100 Free,28,NA
Clara Yu,Caltech,Occidental Invite,57.25,NA,https://www.swimcloud.com/results/321956/event/29/?id=137230393#time137230393,100 Free,–,NA
Anna Werts,C-M-S,CMS vs. Pomona-Pitzer,57.25,R,https://www.swimcloud.com/results/324574/event/37/?id=138342273#time138342273,100 Free,NA,613
Abby Raclaw,Pomona-Pitzer,Whittier vs. Pomona-Pitzer,57.27,NA,https://www.swimcloud.com/results/328847/event/17/?id=142214050#time142214050,100 Free,NA,611
CJ Smith,Chapman,Chapman vs. University of San Diego,57.44,NA,https://www.swimcloud.com/results/323855/event/15/?id=138296842#time138296842,100 Free,14,NA
Sara Talmaci,Chapman,"Pomoa Pitzer vs. Chapman, CIT",57.47,NA,https://www.swimcloud.com/results/332947/event/19/?id=143928839#time143928839,100 Free,24,NA
Audrey Brown,Chapman,Bulldog Pentathlon,57.57,NA,https://www.swimcloud.com/results/313580/event/7/?id=132862262#time132862262,100 Free,–,NA
Sienna Bone,C-M-S,Redlands vs. C-M-S,57.74,R,https://www.swimcloud.com/results/331913/event/31/?id=143936102#time143936102,100 Free,NA,591
Bianca Bayer,Chapman,Bulldog Pentathlon,57.75,NA,https://www.swimcloud.com/results/313580/event/7/?id=132862253#time132862253,100 Free,1,NA
Asha McClain,California Lutheran,Occidental Invite,57.83,NA,https://www.swimcloud.com/results/321956/event/29/?id=137230387#time137230387,100 Free,NA,589
Sammy Ennis,C-M-S,CMS vs. Occidental,57.91,NA,https://www.swimcloud.com/results/328613/event/17/?id=141689601#time141689601,100 Free,32,NA
Andrea Brenstrom,Redlands,SCIAC Championships,57.93,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861242#time146861242,100 Free,NA,586
Tera Schultz,Chapman,"Pomoa Pitzer vs. Chapman, CIT",57.94,NA,https://www.swimcloud.com/results/332947/event/19/?id=143928838#time143928838,100 Free,–,NA
Eleanor McElwee,Chapman,Whittier vs. C-M-S vs. Chapman,57.95,NA,https://www.swimcloud.com/results/318057/event/17/?id=135174073#time135174073,100 Free,–,NA
Abby Springer,Redlands,SCIAC Championships,57.96,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861246#time146861246,100 Free,NA,583
Lang Davison,Chapman,Chapman vs. Mt. San Antonio College,57.98,NA,https://www.swimcloud.com/results/316589/event/15/?id=133879710#time133879710,100 Free,26,NA
Kae Tanabe,Pomona-Pitzer,CMS vs. Pomona,58.02,NA,https://www.swimcloud.com/results/335979/event/27/?id=145468624#time145468624,100 Free,20,NA
Alanna Baker,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",58.18,R,https://www.swimcloud.com/results/332947/event/31/?id=143928988#time143928988,100 Free,17,NA
Cam Alexander,California Lutheran,Caltech vs. California Lutheran vs. Redlands,58.22,NA,https://www.swimcloud.com/results/314106/event/19/?id=141682541#time141682541,100 Free,16,NA
Kara Johnson,California Lutheran,SCIAC Championships,58.22,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861185#time146861185,100 Free,15,NA
Diya Kumar,Caltech,SCIAC Championships,58.23,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861189#time146861189,100 Free,4,NA
Owan Fralick,California Lutheran,Rodionoff Invite,58.31,NA,https://www.swimcloud.com/results/314508/event/11/?id=133086383#time133086383,100 Free,NA,707
Dru Bauman,California Lutheran,Occidental Invite,58.33,R,https://www.swimcloud.com/results/321956/event/37/?id=137230645#time137230645,100 Free,13,NA
Laine Gilluly,California Lutheran,Whittier v California Lutheran,58.43,NA,https://www.swimcloud.com/results/320406/event/17/?id=135836492#time135836492,100 Free,12,NA
Mia Kronson,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",58.65,R,https://www.swimcloud.com/results/332947/event/31/?id=143928989#time143928989,100 Free,9,NA
Amanda George,Occidental,Bulldog Pentathlon,58.69,NA,https://www.swimcloud.com/results/313580/event/7/?id=132882817#time132882817,100 Free,34,NA
Joli Fong,California Lutheran,Cal Lu & LaVerne at CMS,58.69,NA,https://www.swimcloud.com/results/330051/event/17/?id=142391385#time142391385,100 Free,NA,681
Jedida Alvarez,La Verne,SCIAC Championships,58.78,R,https://www.swimcloud.com/results/310385/event/40/?id=146862173#time146862173,100 Free,6.50,NA
Gessica King,Whittier,Whittier v California Lutheran,58.79,R,https://www.swimcloud.com/results/320406/event/31/?id=135836570#time135836570,100 Free,6.50,NA
Hanna Hrstic,Chapman,SCIAC Championships,58.79,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861199#time146861199,100 Free,4,NA
Aira Takeuchi,Whittier,SCIAC Championships,58.86,R,https://www.swimcloud.com/results/310385/event/40/?id=146862177#time146862177,100 Free,NA,664
Alexis Anderson,Chapman,Bulldog Pentathlon,58.94,NA,https://www.swimcloud.com/results/313580/event/7/?id=132862259#time132862259,100 Free,5,NA
Kamille Pellettieri,Occidental,Bulldog Pentathlon,58.98,NA,https://www.swimcloud.com/results/313580/event/7/?id=132883665#time132883665,100 Free,NA,661
Sammy Fujii,Chapman,Chapman vs. University of San Diego,59.13,NA,https://www.swimcloud.com/results/323855/event/15/?id=138296837#time138296837,100 Free,14,NA
Lily Florez,La Verne,SCIAC Championships,59.20,NA,https://www.swimcloud.com/results/310385/event/34/?id=146861239#time146861239,100 Free,34,NA
Alex Marumoto,Chapman,Bulldog Pentathlon,59.23,NA,https://www.swimcloud.com/results/313580/event/7/?id=132862271#time132862271,100 Free,–,NA
Jenna Davis,Chapman,Whittier vs. C-M-S vs. Chapman,59.53,NA,https://www.swimcloud.com/results/318057/event/17/?id=135174072#time135174072,100 Free,12,NA
Tara Hendrickson,Whittier,Bulldog Pentathlon,59.55,NA,https://www.swimcloud.com/results/313580/event/7/?id=132993119#time132993119,100 Free,–,NA
Liz Won,Caltech,Caltech vs. California Baptist vs. San Diego,59.77,NA,https://www.swimcloud.com/results/314104/event/19/?id=134509518#time134509518,100 Free,NA,642
Kileigh Ackerman,Redlands,Bulldog Pentathlon,1:00.13,NA,https://www.swimcloud.com/results/313580/event/7/?id=132886405#time132886405,100 Free,NA,640
