Name,Team,Meet,Time,Flags,links_for_scores,Event,score,pts
Kathryn Bennett Jones,Pomona-Pitzer,CMS vs. Pomona,2:05.55,NA,https://www.swimcloud.com/results/335979/event/25/?id=145468719#time145468719,200 Back,9,NA
Julia Benko,California Lutheran,SCIAC Championships,2:07.01,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860834#time146860834,200 Back,34,NA
Lina Matera,Redlands,SCIAC Championships,2:07.10,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860881#time146860881,200 Back,NA,681
Kyler Brumfield,Occidental,SCIAC Championships,2:07.53,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860862#time146860862,200 Back,6.50,NA
Anna Werts,C-M-S,SCIAC Championships,2:08.12,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860858#time146860858,200 Back,6.50,NA
Gabby Calvi,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:08.54,NA,https://www.swimcloud.com/results/324574/event/27/?id=138341893#time138341893,200 Back,4,NA
Ashley Dangol,Pomona-Pitzer,SCIAC Championships,2:08.88,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860867#time146860867,200 Back,NA,664
Debbie Wells,C-M-S,CMS vs. Pomona-Pitzer,2:09.26,NA,https://www.swimcloud.com/results/324574/event/27/?id=138342194#time138342194,200 Back,5,NA
Alanna Baker,Pomona-Pitzer,UC Santa Cruz v Pomona-Pitzer,2:09.70,NA,https://www.swimcloud.com/results/333169/event/17/?id=144029501#time144029501,200 Back,NA,661
Annika Sharma,C-M-S,CMS vs. Occidental,2:09.90,NA,https://www.swimcloud.com/results/328613/event/19/?id=141689527#time141689527,200 Back,14,NA
Kileigh Ackerman,Redlands,SCIAC Championships,2:10.08,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860877#time146860877,200 Back,34,NA
Caroline Agostini,Occidental,SCIAC Championships,2:10.57,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860860#time146860860,200 Back,–,NA
Owan Fralick,California Lutheran,SCIAC Championships,2:10.61,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860837#time146860837,200 Back,12,NA
Emmy Luu,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:11.23,NA,https://www.swimcloud.com/results/324574/event/27/?id=138341929#time138341929,200 Back,–,NA
Lang Davison,Chapman,La Verne Invitational,2:11.63,NA,https://www.swimcloud.com/results/321222/event/29/?id=137407123#time137407123,200 Back,NA,642
Valerie Mello,Pomona-Pitzer,Biola vs Pomona-Pitzer,2:11.86,NA,https://www.swimcloud.com/results/331260/event/21/?id=143307004#time143307004,200 Back,NA,640
Mia Kronson,Pomona-Pitzer,SCIAC Championships,2:12.51,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860870#time146860870,200 Back,1,NA
Ashlyn Walters,Chapman,SCIAC Championships,2:12.67,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860849#time146860849,200 Back,NA,636
Ellie Wang,Caltech,SCIAC Championships,2:12.92,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860840#time146860840,200 Back,NA,634
Molly Beetner,C-M-S,CMS vs. Occidental,2:13.37,NA,https://www.swimcloud.com/results/328613/event/19/?id=141689526#time141689526,200 Back,NA,634
Allison Xin,Caltech,SCIAC Championships,2:13.37,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860842#time146860842,200 Back,NA,634
Caroline Kundahl,Chapman,SCIAC Championships,2:13.87,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860846#time146860846,200 Back,10,NA
Abby Sellman,Chapman,SCIAC Championships,2:13.91,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860848#time146860848,200 Back,NA,623
Bianca Bayer,Chapman,SCIAC Championships,2:13.93,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860843#time146860843,200 Back,–,NA
alana tamura,California Lutheran,SCIAC Championships,2:14.77,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860838#time146860838,200 Back,NA,NA
Ana-Adela Duran,Redlands,SCIAC Championships,2:15.23,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860879#time146860879,200 Back,1,NA
Emily Yu,Caltech,Occidental Invite,2:15.42,NA,https://www.swimcloud.com/results/321956/event/27/?id=137230349#time137230349,200 Back,28,NA
Maia Ciccarello,California Lutheran,Occidental Invite,2:15.71,NA,https://www.swimcloud.com/results/321956/event/27/?id=137230344#time137230344,200 Back,–,NA
Nina Aballea,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,2:16.11,NA,https://www.swimcloud.com/results/328926/event/21/?id=142344012#time142344012,200 Back,NA,613
Eleanor McElwee,Chapman,Chapman vs. La Verne,2:16.90,NA,https://www.swimcloud.com/results/328137/event/15/?id=141731073#time141731073,200 Back,NA,611
Andrea Bish,Pomona-Pitzer,Cal Lutheran vs Pomona-Pitzer,2:17.12,NA,https://www.swimcloud.com/results/319486/event/21/?id=135245041#time135245041,200 Back,14,NA
Beatrice Cai,Caltech,Caltech vs. C-M-S,2:17.15,NA,https://www.swimcloud.com/results/314105/event/21/?id=136111745#time136111745,200 Back,24,NA
Karen Zhou,Caltech,Whittier vs. Caltech,2:17.38,NA,https://www.swimcloud.com/results/328848/event/19/?id=144199198#time144199198,200 Back,–,NA
Karolina Dzieciol,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,2:17.82,NA,https://www.swimcloud.com/results/328926/event/21/?id=142344013#time142344013,200 Back,NA,591
Neve Dagdagan,La Verne,SCIAC Championships,2:18.02,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860875#time146860875,200 Back,1,NA
Lila Renke,Chapman,SCIAC Championships,2:18.86,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860847#time146860847,200 Back,NA,589
Palak Dhami,Chapman,"Pomoa Pitzer vs. Chapman, CIT",2:19.51,NA,https://www.swimcloud.com/results/332947/event/21/?id=143928878#time143928878,200 Back,32,NA
Jenna Davis,Chapman,Chapman vs. University of San Diego,2:19.82,NA,https://www.swimcloud.com/results/323855/event/17/?id=138296884#time138296884,200 Back,NA,586
Mary Grace Martin,C-M-S,Whittier vs. C-M-S vs. Chapman,2:20.58,NA,https://www.swimcloud.com/results/318057/event/19/?id=135174043#time135174043,200 Back,–,NA
Natalie Lee,Caltech,Occidental Invite,2:21.23,NA,https://www.swimcloud.com/results/321956/event/27/?id=137230347#time137230347,200 Back,–,NA
Tara Hendrickson,Whittier,UC Santa Cruz vs. Whittier,2:21.27,NA,https://www.swimcloud.com/results/316371/event/19/?id=133450526#time133450526,200 Back,NA,583
Sara Dawidian,La Verne,SCIAC Championships,2:23.40,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860876#time146860876,200 Back,26,NA
Ella Reedy,Occidental,Occidental Invite,2:24.11,NA,https://www.swimcloud.com/results/321956/event/27/?id=137230352#time137230352,200 Back,20,NA
Ally Rudolph,C-M-S,Cal Lu & LaVerne at CMS,2:24.25,NA,https://www.swimcloud.com/results/330051/event/19/?id=142391330#time142391330,200 Back,17,NA
Dru Bauman,California Lutheran,Whittier v California Lutheran,2:25.26,NA,https://www.swimcloud.com/results/320406/event/19/?id=135836468#time135836468,200 Back,16,NA
Clara Van Note,Chapman,Chapman vs. University of San Diego,2:26.42,NA,https://www.swimcloud.com/results/323855/event/17/?id=138296887#time138296887,200 Back,15,NA
Gessica King,Whittier,Whittier vs. Pomona-Pitzer,2:27.17,NA,https://www.swimcloud.com/results/328847/event/19/?id=142214025#time142214025,200 Back,4,NA
Audrey Davis,Chapman,Chapman vs. University of San Diego,2:27.40,NA,https://www.swimcloud.com/results/323855/event/17/?id=138296883#time138296883,200 Back,NA,707
Abby Springer,Redlands,Redlands vs. Whittier vs. Occidental,2:28.91,NA,https://www.swimcloud.com/results/332075/event/17/?id=144956412#time144956412,200 Back,13,NA
Bella Cabral,Whittier,Whittier vs. Caltech,2:28.94,NA,https://www.swimcloud.com/results/328848/event/19/?id=144199199#time144199199,200 Back,12,NA
Anne Lin,Caltech,SCIAC Championships,2:31.48,NA,https://www.swimcloud.com/results/310385/event/32/?id=146860839#time146860839,200 Back,9,NA
Melissa Brill,California Lutheran,Rodionoff Invite,2:34.11,NA,https://www.swimcloud.com/results/314508/event/7/?id=133086748#time133086748,200 Back,34,NA
Clara Yu,Caltech,"Pomoa Pitzer vs. Chapman, CIT",2:35.83,NA,https://www.swimcloud.com/results/332947/event/21/?id=143928874#time143928874,200 Back,NA,681
Francesca Coppo,Pomona-Pitzer,SCIAC Championships,29.3,X,https://www.swimcloud.com/results/310385/event/22/?id=146861745#time146861745,50 Breast,20,NA
Graeleigh Jones,Pomona-Pitzer,CMS vs. Pomona,29.72,X,https://www.swimcloud.com/results/335979/event/37/?id=145468781#time145468781,50 Breast,17,NA
milan Manfredi,C-M-S,SCIAC Championships,29.73,X,https://www.swimcloud.com/results/310385/event/22/?id=146861733#time146861733,50 Breast,16,NA
May Ling Roberts,Pomona-Pitzer,CMS vs. Pomona-Pitzer,29.92,X,https://www.swimcloud.com/results/324574/event/21/?id=138341909#time138341909,50 Breast,15,NA
Tori Portillo,California Lutheran,Whittier v California Lutheran,29.92,X,https://www.swimcloud.com/results/320406/event/9/?id=135836524#time135836524,50 Breast,4,NA
Kelly Prawira,C-M-S,SCIAC Championships,30.14,X,https://www.swimcloud.com/results/310385/event/22/?id=146861735#time146861735,50 Breast,NA,707
Tara Hendrickson,Whittier,SCIAC Championships,30.59,X,https://www.swimcloud.com/results/310385/event/22/?id=146861760#time146861760,50 Breast,13,NA
Kiana Li,Pomona-Pitzer,La Verne Invitational,30.67,X,https://www.swimcloud.com/results/321222/event/19/?id=137406352#time137406352,50 Breast,12,NA
Kamille Pellettieri,Occidental,SCIAC Championships,30.93,X,https://www.swimcloud.com/results/310385/event/22/?id=146861743#time146861743,50 Breast,9,NA
Emmie Appl,Pomona-Pitzer,CMS vs. Pomona,30.99,X,https://www.swimcloud.com/results/335979/event/37/?id=145468779#time145468779,50 Breast,34,NA
Gessica King,Whittier,SCIAC Championships,31.04,X,https://www.swimcloud.com/results/310385/event/22/?id=146861763#time146861763,50 Breast,NA,681
Aira Takeuchi,Whittier,SCIAC Championships,31.11,X,https://www.swimcloud.com/results/310385/event/22/?id=146861765#time146861765,50 Breast,6.50,NA
Mackenzie Mayfield,C-M-S,UCSB Invite,31.19,X,https://www.swimcloud.com/results/334598/event/19/?id=144778832#time144778832,50 Breast,6.50,NA
Florence Lo,Occidental,SCIAC Championships,31.41,X,https://www.swimcloud.com/results/310385/event/22/?id=146861741#time146861741,50 Breast,4,NA
Gabby Calvi,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",31.42,X,https://www.swimcloud.com/results/332947/event/11/?id=143928763#time143928763,50 Breast,NA,664
Ally Rudolph,C-M-S,SCIAC Championships,31.56,X,https://www.swimcloud.com/results/310385/event/22/?id=146861737#time146861737,50 Breast,5,NA
Alena Sharp,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",31.6,X,https://www.swimcloud.com/results/332947/event/11/?id=143928769#time143928769,50 Breast,NA,661
CJ Smith,Chapman,SCIAC Championships,31.65,X,https://www.swimcloud.com/results/310385/event/22/?id=146861727#time146861727,50 Breast,14,NA
Dylan Hutchinson,Pomona-Pitzer,SCIAC Championships,31.79,X,https://www.swimcloud.com/results/310385/event/22/?id=146861746#time146861746,50 Breast,34,NA
Avery Hall,Chapman,SCIAC Championships,31.87,X,https://www.swimcloud.com/results/310385/event/22/?id=146861722#time146861722,50 Breast,–,NA
Lina Matera,Redlands,SCIAC Championships,31.88,X,https://www.swimcloud.com/results/310385/event/22/?id=146861759#time146861759,50 Breast,12,NA
Alex Marumoto,Chapman,La Verne Invitational,31.89,X,https://www.swimcloud.com/results/321222/event/19/?id=137406312#time137406312,50 Breast,–,NA
Marie Choi-Schattle,Caltech,SCIAC Championships,32.22,X,https://www.swimcloud.com/results/310385/event/22/?id=146861717#time146861717,50 Breast,NA,642
Ava Holzkamp,California Lutheran,Occidental Invite,32.43,X,https://www.swimcloud.com/results/321956/event/15/?id=137230513#time137230513,50 Breast,NA,640
Allison Nguyen,C-M-S,CMS vs. Pomona-Pitzer,32.47,X,https://www.swimcloud.com/results/324574/event/21/?id=138342190#time138342190,50 Breast,1,NA
Sydney Snider,Chapman,La Verne Invitational,32.57,X,https://www.swimcloud.com/results/321222/event/19/?id=137406314#time137406314,50 Breast,NA,636
Sienna Bone,C-M-S,CMS vs. Pomona,32.68,X,https://www.swimcloud.com/results/335979/event/19/?id=145468585#time145468585,50 Breast,NA,634
Morgan Felix,Redlands,SCIAC Championships,32.89,X,https://www.swimcloud.com/results/310385/event/22/?id=146861755#time146861755,50 Breast,NA,634
Lucinda Hanstedt,C-M-S,SCIAC Championships,32.98,X,https://www.swimcloud.com/results/310385/event/22/?id=146861731#time146861731,50 Breast,NA,634
Asha Bansal,Pomona-Pitzer,CMS vs. Pomona,33.0,X,https://www.swimcloud.com/results/335979/event/37/?id=145468780#time145468780,50 Breast,10,NA
Sammy Ennis,C-M-S,CMS vs. Pomona,33.06,X,https://www.swimcloud.com/results/335979/event/19/?id=145468587#time145468587,50 Breast,NA,623
Molly Beetner,C-M-S,Whittier vs. C-M-S vs. Chapman,33.2,X,https://www.swimcloud.com/results/318057/event/9/?id=135174145#time135174145,50 Breast,–,NA
Grace Davis,Caltech,SCIAC Championships,33.34,X,https://www.swimcloud.com/results/310385/event/22/?id=146861718#time146861718,50 Breast,NA,NA
Maya Van Atta,Pomona-Pitzer,La Verne Invitational,33.39,X,https://www.swimcloud.com/results/321222/event/19/?id=137406356#time137406356,50 Breast,1,NA
Emily Kinney,Chapman,SCIAC Championships,33.4,X,https://www.swimcloud.com/results/310385/event/22/?id=146861724#time146861724,50 Breast,28,NA
Karen Zhou,Caltech,"Pomoa Pitzer vs. Chapman, CIT",33.6,X,https://www.swimcloud.com/results/332947/event/11/?id=143928757#time143928757,50 Breast,–,NA
Cherise Wong,Caltech,Caltech vs. La Verne,33.65,NA,https://www.swimcloud.com/results/314107/event/11/?id=144736110#time144736110,50 Breast,NA,613
Kate Jenne,Chapman,Chapman vs. California Lutheran,33.66,X,https://www.swimcloud.com/results/333909/event/9/?id=145364263#time145364263,50 Breast,NA,611
Elle Howson,Occidental,Occidental Invite,33.69,X,https://www.swimcloud.com/results/321956/event/15/?id=137230520#time137230520,50 Breast,14,NA
Madry Breazeale,C-M-S,SCIAC Championships,33.83,X,https://www.swimcloud.com/results/310385/event/22/?id=146861730#time146861730,50 Breast,24,NA
Elizabeth Ma,Caltech,Caltech vs. La Verne,33.91,NA,https://www.swimcloud.com/results/314107/event/11/?id=144736108#time144736108,50 Breast,–,NA
Sachi Tanizaki-Hudson,Chapman,Bulldog Pentathlon,34.06,X,https://www.swimcloud.com/results/313580/event/5/?id=132862174#time132862174,50 Breast,NA,591
Sun Young Byun,C-M-S,La Verne Invitational,34.42,X,https://www.swimcloud.com/results/321222/event/19/?id=137406317#time137406317,50 Breast,1,NA
Jedida Alvarez,La Verne,SCIAC Championships,34.46,X,https://www.swimcloud.com/results/310385/event/22/?id=146861753#time146861753,50 Breast,NA,589
Ellie Wang,Caltech,Occidental vs. Caltech,34.62,X,https://www.swimcloud.com/results/319245/event/13/?id=135124028#time135124028,50 Breast,32,NA
Riley Hulit,California Lutheran,SCIAC Championships,34.85,X,https://www.swimcloud.com/results/310385/event/22/?id=146861713#time146861713,50 Breast,NA,586
Sophia Chao,Chapman,Chapman vs. Mt. San Antonio College,35.07,NA,https://www.swimcloud.com/results/316589/event/19/?id=133879740#time133879740,50 Breast,–,NA
Piper Guinn,Whittier,Whittier vs. Coe,35.13,NA,https://www.swimcloud.com/results/328421/event/9/?id=141794678#time141794678,50 Breast,–,NA
Isabelle Morr,Chapman,Chapman vs. California Lutheran,35.16,X,https://www.swimcloud.com/results/333909/event/9/?id=145364265#time145364265,50 Breast,NA,583
Sarah Radle,Occidental,Bulldog Pentathlon,35.16,X,https://www.swimcloud.com/results/313580/event/5/?id=132883691#time132883691,50 Breast,26,NA
Ava Arabshahi,Occidental,SCIAC Championships,35.22,X,https://www.swimcloud.com/results/310385/event/22/?id=146861738#time146861738,50 Breast,20,NA
Tatum Chambers,Chapman,Bulldog Pentathlon,35.24,X,https://www.swimcloud.com/results/313580/event/5/?id=132862178#time132862178,50 Breast,17,NA
Ashlyn Woo,Chapman,Chapman vs. California Lutheran,35.27,X,https://www.swimcloud.com/results/333909/event/9/?id=145364267#time145364267,50 Breast,16,NA
Audrey Brown,Chapman,Bulldog Pentathlon,35.41,X,https://www.swimcloud.com/results/313580/event/5/?id=132862185#time132862185,50 Breast,15,NA
Avery Wells,Redlands,Bulldog Pentathlon,35.44,X,https://www.swimcloud.com/results/313580/event/5/?id=132886459#time132886459,50 Breast,4,NA
Rylie Kohl,Redlands,Redlands vs. C-M-S,35.51,X,https://www.swimcloud.com/results/331913/event/11/?id=143935917#time143935917,50 Breast,NA,707
Abby Sellman,Chapman,Bulldog Pentathlon,35.86,X,https://www.swimcloud.com/results/313580/event/5/?id=132862180#time132862180,50 Breast,13,NA
Cora Buelow,Chapman,Bulldog Pentathlon,35.97,X,https://www.swimcloud.com/results/313580/event/5/?id=132862186#time132862186,50 Breast,12,NA
Elizabeth Field,Caltech,Caltech vs. La Verne,36.11,NA,https://www.swimcloud.com/results/314107/event/11/?id=144736106#time144736106,50 Breast,9,NA
Margo Barclay,Chapman,Bulldog Pentathlon,36.11,X,https://www.swimcloud.com/results/313580/event/5/?id=132862183#time132862183,50 Breast,34,NA
Nora Kane,Caltech,SCIAC Championships,36.16,X,https://www.swimcloud.com/results/310385/event/22/?id=146861720#time146861720,50 Breast,NA,681
Bianca Bayer,Chapman,Bulldog Pentathlon,36.22,X,https://www.swimcloud.com/results/313580/event/5/?id=132862184#time132862184,50 Breast,6.50,NA
Alexis Anderson,Chapman,Bulldog Pentathlon,36.29,X,https://www.swimcloud.com/results/313580/event/5/?id=132862179#time132862179,50 Breast,6.50,NA
Amanda George,Occidental,Bulldog Pentathlon,36.34,X,https://www.swimcloud.com/results/313580/event/5/?id=132882824#time132882824,50 Breast,4,NA
Corley Smith,C-M-S,Cal Lu & LaVerne at CMS,36.36,X,https://www.swimcloud.com/results/330051/event/9/?id=142391491#time142391491,50 Breast,NA,664
Allison Xin,Caltech,Caltech vs. La Verne,36.37,NA,https://www.swimcloud.com/results/314107/event/11/?id=144736111#time144736111,50 Breast,5,NA
Fernanda Garcia Rodriguez,Redlands,SCIAC Championships,36.59,X,https://www.swimcloud.com/results/310385/event/22/?id=146861756#time146861756,50 Breast,NA,661
Beatrice Cai,Caltech,Whittier vs. Caltech,36.83,X,https://www.swimcloud.com/results/328848/event/9/?id=144199099#time144199099,50 Breast,14,NA
Anna Dyckerhoff,Whittier,Whittier vs. Coe,36.9,X,https://www.swimcloud.com/results/328421/event/21/?id=141794674#time141794674,50 Breast,34,NA
Alyssa Kooy,Chapman,Bulldog Pentathlon,36.99,X,https://www.swimcloud.com/results/313580/event/5/?id=132862192#time132862192,50 Breast,–,NA
Jenna Kimborowicz,Chapman,Bulldog Pentathlon,37.03,X,https://www.swimcloud.com/results/313580/event/5/?id=132862190#time132862190,50 Breast,12,NA
Miranda Thompson,Chapman,Bulldog Pentathlon,37.16,X,https://www.swimcloud.com/results/313580/event/5/?id=132862198#time132862198,50 Breast,–,NA
Analise Belasco,Redlands,La Verne Invitational,37.2,X,https://www.swimcloud.com/results/321222/event/19/?id=137406375#time137406375,50 Breast,NA,642
Sydney Kerns,Redlands,Redlands vs. C-M-S,37.32,X,https://www.swimcloud.com/results/331913/event/11/?id=143935916#time143935916,50 Breast,NA,640
Dru Bauman,California Lutheran,Chapman vs. California Lutheran,37.39,X,https://www.swimcloud.com/results/333909/event/9/?id=145364259#time145364259,50 Breast,1,NA
Mati Dixon,Chapman,Bulldog Pentathlon,37.52,X,https://www.swimcloud.com/results/313580/event/5/?id=132862188#time132862188,50 Breast,NA,636
Neve Dagdagan,La Verne,Caltech vs. La Verne,37.55,NA,https://www.swimcloud.com/results/314107/event/11/?id=144736112#time144736112,50 Breast,NA,634
Nathalie Kerrigan,Occidental,Bulldog Pentathlon,37.84,X,https://www.swimcloud.com/results/313580/event/5/?id=132882876#time132882876,50 Breast,NA,634
Sara Talmaci,Chapman,Bulldog Pentathlon,37.96,X,https://www.swimcloud.com/results/313580/event/5/?id=132862181#time132862181,50 Breast,NA,634
Kathy Munoz,Occidental,Bulldog Pentathlon,38.01,X,https://www.swimcloud.com/results/313580/event/5/?id=132883643#time132883643,50 Breast,10,NA
Riana Barrett,Whittier,Bulldog Pentathlon,38.09,X,https://www.swimcloud.com/results/313580/event/5/?id=132993172#time132993172,50 Breast,NA,623
Annika Mittelsteadt,Chapman,Bulldog Pentathlon,38.11,X,https://www.swimcloud.com/results/313580/event/5/?id=132862195#time132862195,50 Breast,–,NA
Kileigh Ackerman,Redlands,Bulldog Pentathlon,38.37,X,https://www.swimcloud.com/results/313580/event/5/?id=132886395#time132886395,50 Breast,NA,NA
Roxy Williams,Redlands,Bulldog Pentathlon,38.55,X,https://www.swimcloud.com/results/313580/event/5/?id=132886401#time132886401,50 Breast,1,NA
Ana-Adela Duran,Redlands,Bulldog Pentathlon,38.68,X,https://www.swimcloud.com/results/313580/event/5/?id=132886397#time132886397,50 Breast,28,NA
Kelly Long,La Verne,Lewis & Clark vs. La Verne,38.77,X,https://www.swimcloud.com/results/319433/event/19/?id=135179832#time135179832,50 Breast,–,NA
Marisol Varela,La Verne,SCIAC Championships,39.19,X,https://www.swimcloud.com/results/310385/event/22/?id=146861754#time146861754,50 Breast,NA,613
Eleanor McElwee,Chapman,Bulldog Pentathlon,39.52,X,https://www.swimcloud.com/results/313580/event/5/?id=132862194#time132862194,50 Breast,NA,611
Ella Suazo,Redlands,Bulldog Pentathlon,39.57,X,https://www.swimcloud.com/results/313580/event/5/?id=132886457#time132886457,50 Breast,14,NA
Mackenzie Neese,Redlands,Bulldog Pentathlon,39.6,X,https://www.swimcloud.com/results/313580/event/5/?id=132886455#time132886455,50 Breast,24,NA
Candace Farling,Occidental,Bulldog Pentathlon,39.68,X,https://www.swimcloud.com/results/313580/event/5/?id=132879886#time132879886,50 Breast,–,NA
Andrea Brenstrom,Redlands,Bulldog Pentathlon,39.86,X,https://www.swimcloud.com/results/313580/event/5/?id=132886396#time132886396,50 Breast,NA,591
Harper Tarros,Redlands,Bulldog Pentathlon,40.69,X,https://www.swimcloud.com/results/313580/event/5/?id=132886458#time132886458,50 Breast,1,NA
Abby Springer,Redlands,Bulldog Pentathlon,40.73,X,https://www.swimcloud.com/results/313580/event/5/?id=132886456#time132886456,50 Breast,NA,589
Lila Renke,Chapman,Bulldog Pentathlon,41.17,X,https://www.swimcloud.com/results/313580/event/5/?id=132862196#time132862196,50 Breast,32,NA
Caroline Agostini,Occidental,Bulldog Pentathlon,41.79,X,https://www.swimcloud.com/results/313580/event/5/?id=132879716#time132879716,50 Breast,NA,586
Madii Greer,Redlands,Bulldog Pentathlon,42.05,X,https://www.swimcloud.com/results/313580/event/5/?id=132886398#time132886398,50 Breast,–,NA
Ella Reedy,Occidental,Bulldog Pentathlon,43.17,X,https://www.swimcloud.com/results/313580/event/5/?id=132883747#time132883747,50 Breast,–,NA
Allie Haluska,Whittier,Bulldog Pentathlon,45.15,X,https://www.swimcloud.com/results/313580/event/5/?id=132993173#time132993173,50 Breast,NA,583
Graeleigh Jones,Pomona-Pitzer,SCIAC Championships,1:03.54,D3 B,https://www.swimcloud.com/results/310385/event/22/?id=146861748#time146861748,100 Breast,20,NA
Francesca Coppo,Pomona-Pitzer,SCIAC Championships,1:03.83,D3 B,https://www.swimcloud.com/results/310385/event/22/?id=146861745#time146861745,100 Breast,17,NA
Kelly Prawira,C-M-S,SCIAC Championships,1:04.36,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861734#time146861734,100 Breast,16,NA
May Ling Roberts,Pomona-Pitzer,CMS vs. Pomona-Pitzer,1:04.89,NA,https://www.swimcloud.com/results/324574/event/21/?id=138341909#time138341909,100 Breast,15,NA
milan Manfredi,C-M-S,SCIAC Championships,1:05.27,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861733#time146861733,100 Breast,4,NA
Gessica King,Whittier,SCIAC Championships,1:05.48,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861763#time146861763,100 Breast,NA,707
Tara Hendrickson,Whittier,SCIAC Championships,1:05.51,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861761#time146861761,100 Breast,13,NA
Emmie Appl,Pomona-Pitzer,CMS vs. Pomona,1:05.70,NA,https://www.swimcloud.com/results/335979/event/37/?id=145468779#time145468779,100 Breast,12,NA
Gabby Calvi,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",1:05.95,NA,https://www.swimcloud.com/results/332947/event/11/?id=143928763#time143928763,100 Breast,9,NA
Kamille Pellettieri,Occidental,SCIAC Championships,1:06.12,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861743#time146861743,100 Breast,34,NA
Kiana Li,Pomona-Pitzer,La Verne Invitational,1:06.20,NA,https://www.swimcloud.com/results/321222/event/19/?id=137406352#time137406352,100 Breast,NA,681
Mackenzie Mayfield,C-M-S,UCSB Invite,1:06.39,NA,https://www.swimcloud.com/results/334598/event/19/?id=144778832#time144778832,100 Breast,6.50,NA
Aira Takeuchi,Whittier,SCIAC Championships,1:06.59,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861765#time146861765,100 Breast,6.50,NA
Dylan Hutchinson,Pomona-Pitzer,SCIAC Championships,1:07.32,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861746#time146861746,100 Breast,4,NA
Alena Sharp,Pomona-Pitzer,"Pomoa Pitzer vs. Chapman, CIT",1:07.38,NA,https://www.swimcloud.com/results/332947/event/11/?id=143928769#time143928769,100 Breast,NA,664
Tori Portillo,California Lutheran,SCIAC Championships,1:07.55,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861715#time146861715,100 Breast,5,NA
Florence Lo,Occidental,SCIAC Championships,1:07.77,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861741#time146861741,100 Breast,NA,661
Avery Hall,Chapman,SCIAC Championships,1:07.79,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861722#time146861722,100 Breast,14,NA
Ally Rudolph,C-M-S,SCIAC Championships,1:07.99,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861737#time146861737,100 Breast,34,NA
CJ Smith,Chapman,SCIAC Championships,1:08.19,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861727#time146861727,100 Breast,–,NA
Allison Nguyen,C-M-S,CMS vs. Pomona-Pitzer,1:08.22,NA,https://www.swimcloud.com/results/324574/event/21/?id=138342190#time138342190,100 Breast,12,NA
Lina Matera,Redlands,SCIAC Championships,1:08.38,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861759#time146861759,100 Breast,–,NA
Alex Marumoto,Chapman,La Verne Invitational,1:08.57,NA,https://www.swimcloud.com/results/321222/event/19/?id=137406312#time137406312,100 Breast,NA,642
Marie Choi-Schattle,Caltech,SCIAC Championships,1:08.60,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861716#time146861716,100 Breast,NA,640
Ava Holzkamp,California Lutheran,Occidental Invite,1:09.43,NA,https://www.swimcloud.com/results/321956/event/15/?id=137230513#time137230513,100 Breast,1,NA
Sydney Snider,Chapman,La Verne Invitational,1:09.44,NA,https://www.swimcloud.com/results/321222/event/19/?id=137406314#time137406314,100 Breast,NA,636
Sienna Bone,C-M-S,CMS vs. Pomona,1:09.69,NA,https://www.swimcloud.com/results/335979/event/19/?id=145468585#time145468585,100 Breast,NA,634
